"","id","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","C6","country","uso_ia_frecuencia","studyArea","education","workArea","gender","age","optionsCount"
"325","O0Ajhlq5BXoKZHSIYGjB",5,5,5,5,2,4,4,4,4,5,5,"Argentina","ocasional","arte-diseno","bachelors","arte-cultura-diseno","female",50,3
"326","O3iWwYVHuApp1gmedVVn",3,4,4,3,3,2,2,1,1,4,4,"Argentina","frecuente","ciencias-exactas-naturales","doctorate","educacion","female",55,2
"327","o6QOfnIzyMRD3eAGVL5w",3,4,1,4,3,1,1,1,2,2,2,"Argentina","ocasional","ciencias-educacion","bachelors","educacion","female",57,2
"328","o7nJ4MJG9rPRL6hFd6IA",5,5,4,5,5,4,4,3,3,5,4,"España","frecuente","ciencias-sociales-humanidades","other","educacion","female",31,3
"329","oAzi5vRObNzjCuepEBeq",4,4,4,4,2,3,3,2,4,4,4,"Argentina","ocasional","ciencias-sociales-humanidades","masters","gobierno-sector-publico","female",45,2
"330","OdEOUAgxJAZi2YXSAEAZ",5,4,5,4,2,2,4,4,4,3,4,"Argentina","frecuente","ciencias-salud","bachelors","salud-servicios-sociales","female",40,3
"331","oeUSfiOATwt8wdOeM3Lk",3,4,5,4,1,2,3,1,1,2,4,"Argentina","frecuente","ciencias-educacion","masters","educacion","female",48,3
"332","oOpEW1jNq0RdySt9wkTb",4,4,4,3,3,3,2,2,2,2,4,"Argentina","ocasional","ciencias-exactas-naturales","bachelors","educacion","male",36,3
"333","oOzHubCq5Nirv6ioyndR",2,4,4,3,3,2,4,2,2,4,4,"Argentina","ocasional","ciencias-educacion","bachelors","educacion","female",33,3
"334","orQKFLwjWJjrhZdIMgun",5,5,5,5,1,1,1,3,3,3,4,"Argentina","esporadicamente","derecho-ciencias-juridicas","bachelors","otra-no-aplica","male",34,2
"335","oSQ75r8lRUfvwIyBGVaW",3,4,4,4,2,3,3,3,3,4,4,"Argentina","ocasional","otra-no-aplica","bachelors","otra-no-aplica","male",40,3
"336","oTbiKJlfzVVFQhuBMKD4",2,3,4,4,3,2,3,2,2,2,2,"Argentina","ocasional","arte-diseno","bachelors","arte-cultura-diseno","female",26,2
"337","p4oFfAfoiXsF0wRvb89Y",3,4,4,4,3,2,2,1,1,2,2,"Argentina","ocasional","ciencias-salud","bachelors","educacion","female",24,3
"338","P70UhyhKOVSArWk4s95x",4,5,4,4,2,2,2,2,4,2,4,"Argentina","ocasional","ciencias-salud","bachelors","educacion","female",37,3
"339","p97xCWKmYQtpLhcTWFCJ",3,5,5,4,3,2,2,1,1,3,2,"Argentina","frecuente","ciencias-salud","doctorate","otra-no-aplica","female",52,3
"340","pbgfCeWZlUOK88C4elpY",4,4,4,4,2,2,2,2,2,4,4,"Argentina","esporadicamente","ingenieria-tecnologia","bachelors","consultoria-servicios-profesionales","female",30,2
"341","pmXh0RMPQUzw9UwI6Qhy",4,4,5,5,3,3,4,4,3,4,5,"Argentina","frecuente","informatica-programacion","high-school","tecnologia-informatica","male",18,2
"342","pwGLA2iyyYrbhiR0EQiZ",2,3,3,2,2,2,2,2,2,2,2,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","educacion","male",25,3
"343","pxjjHgnc8wSvvF8JegBX",4,4,4,4,3,3,3,2,3,3,4,"Argentina","esporadicamente","ciencias-sociales-humanidades","masters","educacion","female",65,3
"344","Py7gQZYyll54YpqMD22Q",3,3,4,4,3,4,4,2,2,2,2,"Argentina","ocasional","ingenieria-tecnologia","high-school","comercio-ventas","male",51,2
"345","Q2to9T7iJW7JOa6AiJ2F",1,3,4,2,3,1,1,1,1,4,3,"Argentina","esporadicamente","ciencias-sociales-humanidades","bachelors","comunicacion-marketing","female",31,3
"346","QauGaOHOrIn0FsbvSJ7x",3,3,5,3,2,3,3,3,3,2,3,"Argentina","ocasional","ciencias-educacion","bachelors","educacion","male",34,3
"347","QB8THuzX7Y07WBifyrFW",4,2,5,3,3,4,4,4,2,2,4,"Argentina","frecuente","ingenieria-tecnologia","bachelors","consultoria-servicios-profesionales","male",33,2
"348","QbKwHkfGJiPWZi1SPHfp",3,4,4,3,3,2,3,2,2,2,5,"España","frecuente","ciencias-educacion","masters","educacion","female",27,2
"349","QFcxPUHwkRLKBifyOHbZ",5,5,5,4,3,2,2,2,2,2,4,"Argentina","ocasional","ciencias-educacion","bachelors","educacion","female",52,3
"350","qfKurzogsvwpSh5bshEo",4,5,5,4,3,3,3,3,4,4,4,"Uruguay","ocasional","ciencias-economicas-administracion","masters","salud-servicios-sociales","male",39,2
"351","qGtONbuef2JYX5qffPfn",3,4,5,4,3,3,3,3,2,2,4,"Argentina","frecuente","informatica-programacion","bachelors","administracion-finanzas","female",28,3
"352","qHckurahb4RWqDtyBEvL",2,4,4,3,4,1,2,1,1,2,1,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","administracion-finanzas","male",24,3
"353","qhVzN7MJyQjySzOWADi8",3,4,5,4,2,2,3,1,3,2,4,"Argentina","frecuente","informatica-programacion","masters","administracion-finanzas","male",61,2
"354","QjU356cIrJwIJS4IHDZE",3,5,5,3,3,2,4,2,3,5,4,"España","frecuente","ciencias-educacion","bachelors","educacion","female",24,2
"355","QjVUJrJp7Y9oPsf0Fjlw",4,4,4,4,2,2,3,2,2,3,2,"Argentina","ocasional","ciencias-salud","bachelors","salud-servicios-sociales","female",55,3
"356","qp6Be03VR8QxEWxeOQUh",3,2,4,1,5,1,1,2,3,2,4,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","educacion","female",25,2
"357","qSA13Q1F6teuOxM9uahs",3,4,4,3,3,2,1,1,2,2,4,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","gobierno-sector-publico","male",25,2
"358","qVAHuX2Vfuj5pdfiJI7o",3,4,4,3,3,1,2,1,4,2,2,"Argentina","ocasional","otra-no-aplica","other","educacion","female",38,3
"359","qw15nleI2V3JFtI7Sjh3",3,3,4,3,4,3,4,2,2,2,4,"Argentina","ocasional","ciencias-economicas-administracion","high-school","educacion","male",18,3
"360","qwe0ln62MPDV7bsJifFg",2,4,4,2,4,2,2,1,1,4,4,"Argentina","nunca","ciencias-salud","bachelors","salud-servicios-sociales","female",35,3
"361","qZHxp1cOqctFu72lvVIc",2,2,4,3,2,2,2,2,2,2,2,"Argentina","ocasional","otra-no-aplica","bachelors","otra-no-aplica","female",60,3
"362","qZuDxVNVW9dptdjq0tSb",5,5,5,3,4,2,2,1,2,2,3,"España","frecuente","ciencias-educacion","masters","educacion","male",27,2
"363","r7ynFPGtAsLBjAelPCBF",3,4,5,3,2,1,3,1,1,3,3,"Argentina","ocasional","ciencias-salud","masters","gobierno-sector-publico","female",55,3
"364","rB3koAoSUbpRcfC76WQP",5,5,5,5,3,3,2,3,3,3,3,"Argentina","frecuente","arte-diseno","masters","educacion","female",61,2
"365","Rhh8IyZTGjFAj6yPsE9l",4,4,4,4,2,2,4,2,2,3,4,"España","ocasional","ciencias-educacion","bachelors","educacion","female",36,2
"366","rJiaWnNJgNicTybqMbe3",3,3,3,2,4,2,2,1,3,1,1,"Argentina","esporadicamente","ciencias-sociales-humanidades","bachelors","arte-cultura-diseno","female",35,2
"367","RkBKmQ9Vj4WyLcBz4Dbg",2,4,5,4,2,2,2,4,4,4,4,"Argentina","frecuente","ciencias-educacion","masters","educacion","female",60,3
"368","rpFaWAtRssgsdXyKGYc8",1,4,4,1,3,1,1,1,1,1,1,"Argentina","frecuente","ciencias-educacion","high-school","educacion","female",23,3
"369","RQNa4FNqD3xeMpFrFh7w",4,4,4,4,3,2,3,2,2,2,4,"Argentina","ocasional","ciencias-salud","bachelors","educacion","female",46,3
"370","RSi0FuJXMNwZDKIeTsba",4,5,5,5,2,4,4,3,4,4,4,"España","frecuente","comunicacion-periodismo","masters","comunicacion-marketing","female",26,3
"371","rUwGJK8cukmMBDzbybwv",4,4,5,4,3,2,2,1,2,4,4,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","educacion","male",43,3
"372","rw8HkaHCZDad3a7qki2e",4,3,4,4,4,3,3,2,2,4,3,"Argentina","esporadicamente","ciencias-sociales-humanidades","masters","salud-servicios-sociales","male",38,2
"373","rwj4i1JDsBAKFzdeBM7I",2,4,4,4,3,2,2,1,1,2,4,"Argentina","ocasional","ciencias-salud","bachelors","salud-servicios-sociales","male",42,3
"374","Ry2crzFhHnYQhERW6mDK",3,5,5,5,3,2,3,2,2,4,5,"Argentina","ocasional","derecho-ciencias-juridicas","bachelors","gobierno-sector-publico","female",26,3
"375","s4iuqKGGQ9o7ikWGmqAg",3,3,5,3,4,3,2,1,1,2,4,"Argentina","esporadicamente","ingenieria-tecnologia","bachelors","consultoria-servicios-profesionales","female",30,2
"376","sd7hYZCIX46nfCXiG38F",5,5,5,5,1,5,5,5,5,5,5,"Argentina","frecuente","ciencias-educacion","bachelors","salud-servicios-sociales","female",59,3
"377","SHAY4mo963cI95exBcVq",1,3,4,3,4,4,4,2,3,2,3,"Otros","esporadicamente","comunicacion-periodismo","bachelors","consultoria-servicios-profesionales","male",37,2
"378","sio7tsMROoHhI7F3d5zO",1,4,4,4,3,1,3,1,2,2,3,"Argentina","ocasional","ciencias-economicas-administracion","bachelors","gobierno-sector-publico","male",36,2
"379","SLDNFr2d6Klruf6ktN9B",5,5,5,5,2,4,3,2,3,2,4,"Argentina","frecuente","informatica-programacion","bachelors","tecnologia-informatica","male",47,3
"380","SmuYvnEXB8EfkvvTXjdT",3,5,5,4,4,4,4,2,4,2,4,"Perú","ocasional","ciencias-salud","bachelors","otra-no-aplica","male",24,3
"381","sSLxkjZyCnmNfCWF8HBD",2,2,4,2,2,2,2,2,2,2,4,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","gobierno-sector-publico","female",23,2
"382","SSNxPlrVb5i7S2BUIJ3q",5,5,5,5,2,3,3,3,3,5,5,"Argentina","frecuente","ciencias-salud","doctorate","educacion","male",52,2
"383","SVwmhdqderpPtb1ug44F",4,4,4,4,2,3,3,3,3,3,4,"Uruguay","ocasional","ciencias-salud","masters","salud-servicios-sociales","male",54,3
"384","SVyzYMowikfuqnQcXw2R",4,4,4,3,1,3,4,1,2,4,4,"Argentina","ocasional","ciencias-economicas-administracion","high-school","educacion","male",19,3
"385","sx4y1k4VsnYNVmSgaBls",3,4,4,4,3,1,3,1,1,2,4,"Argentina","esporadicamente","ciencias-salud","bachelors","otra-no-aplica","female",19,3
"386","sXa0lRHgFkj4OOFTpVss",5,5,5,5,1,1,1,1,1,1,5,"Chile","frecuente","ciencias-economicas-administracion","doctorate","consultoria-servicios-profesionales","female",50,3
"387","sXFAm7x56KuFKb9fGCYI",3,4,5,3,4,3,2,1,1,2,3,"Argentina","ocasional","comunicacion-periodismo","high-school","otra-no-aplica","female",19,3
"388","sYZgA26XoIdNRp9z7hJu",4,4,4,4,2,4,4,2,3,3,4,"Argentina","ocasional","derecho-ciencias-juridicas","bachelors","comercio-ventas","female",25,3
"389","t0Wi84WfYct0niJgdeQd",1,4,4,4,2,4,5,4,4,2,4,"Argentina","ocasional","otra-no-aplica","other","educacion","female",65,3
"390","T1Q0UisZQis1w682K2lb",3,4,4,3,3,2,3,2,3,3,2,"Argentina","ocasional","ciencias-economicas-administracion","bachelors","consultoria-servicios-profesionales","male",60,2
"391","T3crc7oylGV9IBgbHq7n",3,3,3,3,3,3,3,3,3,3,4,"España","ocasional","ciencias-educacion","bachelors","educacion","female",45,3
"392","T6fHCwXphn4iasvNnbBI",4,5,5,4,4,4,4,2,2,4,2,"Argentina","frecuente","informatica-programacion","bachelors","educacion","female",51,2
"393","tb3ZaedNU6RZedmTx5rZ",3,4,5,4,3,5,5,5,4,5,5,"Argentina","frecuente","ciencias-educacion","other","administracion-finanzas","female",23,3
"394","TbBJilbJmfKku5F6wjbK",3,3,4,3,4,2,4,2,2,3,3,"España","esporadicamente","ciencias-educacion","bachelors","educacion","female",41,2
"395","TCdMoe8XxkKnIqgSkwv5",4,4,5,4,2,3,3,3,4,4,3,"España","ocasional","ciencias-educacion","bachelors","educacion","female",50,2
"396","th4vFC44QuVBNb6SMc11",4,4,5,4,2,3,3,2,2,2,4,"Argentina","frecuente","otra-no-aplica","bachelors","administracion-finanzas","female",27,2
"397","TMQVzR0fbwfAE0fotleB",4,5,4,4,2,3,2,3,4,3,4,"Argentina","frecuente","ciencias-economicas-administracion","bachelors","educacion","male",37,2
"398","TnOEpaB8UqQJqx1Ez81e",5,5,5,5,3,3,4,3,3,4,4,"Argentina","frecuente","ciencias-educacion","bachelors","educacion","female",43,3
"399","TNujWdT6TVSZQMHo03ws",4,5,5,4,3,2,3,2,2,4,3,"Argentina","ocasional","ingenieria-tecnologia","high-school","otra-no-aplica","male",19,3
"400","tSDboj2m6dhXFBx4Xilb",5,4,5,4,2,4,4,2,2,2,4,"Argentina","frecuente","ingenieria-tecnologia","bachelors","otra-no-aplica","male",23,3
"401","tuWqWkszZAbAcbV5A43l",3,4,4,4,2,2,3,3,2,4,4,"Argentina","ocasional","ciencias-educacion","bachelors","otra-no-aplica","female",60,2
"402","TwiQ59xsD4RP97fQJzFe",3,4,4,3,2,3,4,2,3,4,4,"Otros","esporadicamente","ciencias-educacion","masters","salud-servicios-sociales","female",53,3
"403","twXcrmssxANzaTM691zA",2,4,4,4,2,4,4,2,3,4,4,"Argentina","ocasional","ingenieria-tecnologia","high-school","otra-no-aplica","male",18,2
"404","tyLPTgPpZvyd3gGmSXr8",4,5,3,3,3,1,1,4,4,4,2,"España","frecuente","ciencias-sociales-humanidades","bachelors","educacion","female",22,3
"405","U2pNzBb6BBx1oRkaSOEM",3,4,4,3,5,2,1,2,2,4,4,"Argentina","esporadicamente","ciencias-sociales-humanidades","bachelors","comunicacion-marketing","female",26,3
"406","u7seCAu5d4Yj5S6oDseT",5,5,5,5,3,4,4,3,3,4,5,"España","frecuente","arte-diseno","bachelors","consultoria-servicios-profesionales","male",45,3
"407","u9fuR2oNMgHYVJYvqbD4",4,4,5,4,3,3,4,3,3,4,1,"Argentina","ocasional","otra-no-aplica","bachelors","educacion","male",30,2
"408","uclmoFA4EGmfEMVjcqy8",5,4,5,5,2,3,4,2,2,4,4,"Argentina","frecuente","ciencias-sociales-humanidades","masters","educacion","female",56,2
"409","Uco5fufKTQmIbK4h8725",4,5,5,4,2,2,2,2,2,4,4,"Argentina","frecuente","informatica-programacion","other","tecnologia-informatica","female",33,3
"410","Uh1Kek5kk5OaoDvasDbB",3,5,4,4,3,2,2,1,1,4,4,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","consultoria-servicios-profesionales","female",33,2
"411","UHFF2trTjZS4RiVVIGsC",4,3,4,4,2,3,3,3,3,4,4,"Uruguay","esporadicamente","derecho-ciencias-juridicas","bachelors","administracion-finanzas","male",51,2
"412","UijhNHCLdBOZNDpf05Iv",3,5,5,4,2,2,2,4,3,5,5,"Argentina","frecuente","ciencias-salud","bachelors","salud-servicios-sociales","female",59,2
"413","UKaECyD6umKvgPUHip9Q",4,5,5,5,2,3,2,1,3,3,4,"Argentina","ocasional","derecho-ciencias-juridicas","bachelors","salud-servicios-sociales","female",51,3
"414","ulMb6I94nAPzvaXGKmvy",2,3,4,3,1,2,2,1,1,2,2,"Argentina","esporadicamente","ciencias-educacion","bachelors","educacion","female",47,3
"415","UlUtWGhMWHNq0H9zQeng",4,5,5,4,3,2,2,2,2,5,4,"Argentina","frecuente","otra-no-aplica","bachelors","educacion","female",55,2
"416","uUIdUQEtSvlzG3hb5TL3",4,5,5,4,4,1,1,3,3,2,3,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","educacion","male",25,2
"417","uV53USe9rFYEMcAQ7dGV",3,4,5,4,3,2,2,1,2,3,3,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","consultoria-servicios-profesionales","female",26,2
"418","uYD2EoYIATKmtIpb9GGu",4,4,5,5,2,2,2,2,2,4,4,"Argentina","ocasional","ciencias-salud","doctorate","salud-servicios-sociales","female",38,2
"419","v3wdwJkRbU3h6t4FMUVy",4,5,5,5,2,3,4,2,2,3,4,"Argentina","ocasional","informatica-programacion","bachelors","gobierno-sector-publico","male",35,2
"420","v8SKdkn4fY1tMY9ZIINt",3,4,4,4,3,3,3,2,1,4,3,"Argentina","frecuente","arte-diseno","bachelors","otra-no-aplica","female",61,2
"421","V94qvSJ6SA0JbsyTunyp",3,4,3,4,4,2,2,2,2,2,2,"Argentina","ocasional","ciencias-economicas-administracion","bachelors","educacion","male",50,3
"422","va3m6R0mQysW2mCueddA",3,3,5,4,2,1,1,2,2,4,4,"Argentina","ocasional","ciencias-sociales-humanidades","doctorate","otra-no-aplica","female",35,2
"423","vDrmi0OArz4fsuHf7IQW",4,4,5,3,4,1,1,2,1,3,3,"España","frecuente","otra-no-aplica","other","comunicacion-marketing","female",22,2
"424","VH6GyZbTIgOqUn7LOxoR",3,3,4,4,1,4,4,2,3,4,4,"España","ocasional","ingenieria-tecnologia","other","industria-manufactura","male",27,3
"425","VhHIzIi2xYiRVjal3g0p",3,5,5,3,2,3,5,4,4,4,4,"Argentina","frecuente","ingenieria-tecnologia","high-school","industria-manufactura","male",18,3
"426","vnmihJmdJddgb1iMqlNe",4,1,4,4,4,1,1,1,1,1,1,"España","esporadicamente","otra-no-aplica","other","salud-servicios-sociales","female",29,2
"427","VNq6PUBccEokf2lELMCJ",2,3,2,2,5,2,4,1,2,1,4,"Otros","esporadicamente","otra-no-aplica","other","comercio-ventas","female",59,2
"428","vNxPZ9BndWXBINOZ2cxj",3,3,2,3,5,1,1,1,1,1,3,"Argentina","ocasional","ingenieria-tecnologia","bachelors","industria-manufactura","male",36,2
"429","VR0QtA1xgbolN1p4eoPu",3,3,4,3,4,1,2,1,1,2,2,"Argentina","esporadicamente","ingenieria-tecnologia","high-school","administracion-finanzas","male",53,2
"430","VRh3S4DWJmC9ywDbnZb1",3,3,3,3,2,1,3,1,1,5,3,"Argentina","ocasional","ciencias-economicas-administracion","high-school","otra-no-aplica","female",18,3
"431","VrKcu4iRJ8xKecBGfgqw",4,5,5,5,1,3,3,1,3,4,4,"Argentina","frecuente","ciencias-salud","bachelors","administracion-finanzas","female",45,3
"432","vrmKxonzbhgR9O4cyBhU",3,5,5,3,5,3,3,3,3,3,4,"Argentina","frecuente","ciencias-sociales-humanidades","doctorate","educacion","male",43,2
"433","VrRGtkwq39edcGClceVT",4,4,4,4,3,2,3,2,2,2,3,"Uruguay","esporadicamente","ciencias-salud","bachelors","salud-servicios-sociales","female",49,3
"434","VS6b9UhsmgcVnnCZlehr",5,5,5,5,1,1,2,1,1,2,4,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","educacion","female",59,3
"435","vWW4KNWMy7kDXVGdcbQF",4,4,3,4,3,3,3,2,2,5,4,"Argentina","ocasional","derecho-ciencias-juridicas","bachelors","consultoria-servicios-profesionales","female",65,2
"436","vxwlXgl6uN6P7c1fMoER",4,3,5,4,3,4,3,1,4,2,2,"España","ocasional","ciencias-educacion","bachelors","educacion","female",25,2
"437","vzyL06JUjft08gcJt05d",4,4,4,3,3,4,3,2,2,4,2,"Argentina","ocasional","ciencias-educacion","high-school","comercio-ventas","female",56,2
"438","w3gsXWe6nScxCXQg0xnA",4,5,5,5,2,5,4,3,3,4,5,"Argentina","frecuente","arte-diseno","bachelors","arte-cultura-diseno","male",42,2
"439","W5JGbkePNzRgRxPILxYp",3,4,4,3,2,4,4,1,2,2,4,"Argentina","ocasional","derecho-ciencias-juridicas","other","gobierno-sector-publico","female",41,2
"440","W6aPn5FnFT3OWvk8e6bG",2,4,4,2,5,1,2,1,1,3,3,"Argentina","ocasional","ciencias-economicas-administracion","bachelors","comunicacion-marketing","male",57,3
"441","W6bH8GDJFpXr6qcoXH1u",4,5,5,4,3,4,5,4,4,5,4,"Argentina","frecuente","ciencias-economicas-administracion","high-school","otra-no-aplica","male",18,3
"442","W8uoLOP88hmDxIYFuqfz",5,5,5,4,3,4,3,4,4,3,3,"España","frecuente","ciencias-educacion","bachelors","educacion","female",22,3
"443","WaF1llZNApF0OEJm8Rr5",5,4,5,4,3,4,2,3,2,4,5,"Argentina","frecuente","arte-diseno","bachelors","arte-cultura-diseno","female",23,3
"444","wavB9MlPwthkKzK5qsGT",3,4,5,4,3,3,3,2,3,3,4,"Argentina","ocasional","ingenieria-tecnologia","bachelors","industria-manufactura","male",26,3
"445","wbjevfAgDUlz1GrMiQaS",4,5,5,4,4,2,4,2,2,2,4,"Argentina","frecuente","ciencias-exactas-naturales","bachelors","educacion","female",34,2
"446","wDAE0bjWhFEQrW5wgfPo",4,5,5,4,1,3,3,3,3,3,3,"Argentina","ocasional","ciencias-exactas-naturales","other","educacion","female",32,2
"447","wDBes4mFKgnukyRfVduE",3,2,3,2,4,1,1,1,1,2,2,"Argentina","nunca","otra-no-aplica","doctorate","comercio-ventas","male",41,3
"448","wdpFl3vWTyHlghnV86JC",4,4,4,4,4,3,3,2,3,4,4,"Argentina","ocasional","derecho-ciencias-juridicas","bachelors","consultoria-servicios-profesionales","male",39,2
"449","wed6uYhIqft4YCAn6LIp",3,4,3,3,3,2,2,2,2,2,2,"Argentina","ocasional","ciencias-educacion","other","educacion","male",46,2
"450","wEMxOrj7YMQT9KDGnB9o",4,2,4,4,3,2,1,2,2,4,2,"España","esporadicamente","ciencias-educacion","bachelors","educacion","female",28,3
"451","Wij54K0oaKujPoLdfFlh",3,4,5,3,2,2,2,2,2,2,3,"Argentina","ocasional","ciencias-sociales-humanidades","masters","salud-servicios-sociales","male",33,3
"452","WJf181oLhRhL1pm6hAu6",5,5,5,4,3,4,3,2,3,5,4,"Argentina","ocasional","ciencias-economicas-administracion","high-school","administracion-finanzas","male",18,2
"453","wKaWvQC0I4VkTnw6VFL4",2,4,4,4,4,2,2,2,2,2,3,"Argentina","frecuente","ciencias-educacion","bachelors","educacion","female",31,2
"454","wLpxhbCoiVEGXlmrdetN",5,5,5,5,1,4,5,1,3,4,4,"Argentina","ocasional","otra-no-aplica","other","otra-no-aplica","male",44,3
"455","wNCWUD828lrawrUy04Qe",3,3,3,3,3,3,3,3,3,3,3,"Argentina","esporadicamente","ciencias-educacion","bachelors","educacion","prefer-not-to-say",40,2
"456","wqc2Hrduwm052ydZb077",3,4,4,3,3,3,3,2,2,4,3,"Uruguay","esporadicamente","ciencias-salud","bachelors","salud-servicios-sociales","female",32,3
"457","WRzzUoqv864x5h5Fazrh",3,4,4,4,4,3,3,1,1,3,4,"Argentina","esporadicamente","ciencias-economicas-administracion","other","educacion","male",45,2
"458","wsYiSwwsYq5epafRVwBw",4,3,5,3,3,2,4,1,1,2,4,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","otra-no-aplica","female",26,2
"459","WTrbV64fUzgTEuNWtzRZ",3,3,4,3,3,2,2,1,2,1,2,"Argentina","esporadicamente","ciencias-sociales-humanidades","masters","educacion","female",48,3
"460","WU4vksUi65E0c27pTksh",3,4,4,4,3,4,4,4,4,4,4,"Argentina","frecuente","ingenieria-tecnologia","masters","tecnologia-informatica","male",41,2
"461","WVQ7HWB4V22AsGKVtZ7Z",3,4,5,4,2,1,1,1,1,1,4,"Argentina","ocasional","ciencias-sociales-humanidades","doctorate","educacion","male",34,3
"462","x1hEF9sT2OaYNOQqPrG9",3,3,3,3,2,2,2,1,1,2,2,"Argentina","esporadicamente","ciencias-sociales-humanidades","bachelors","educacion","female",28,2
"463","x9qo9gJv4nj7XwQ1ly5e",4,4,4,4,2,2,4,2,2,3,3,"Argentina","nunca","ciencias-economicas-administracion","high-school","otra-no-aplica","female",20,3
"464","X9VYCdf1gjQ0mPdkWnU8",3,4,4,2,4,1,3,1,1,4,3,"Argentina","esporadicamente","ciencias-educacion","bachelors","gobierno-sector-publico","male",54,3
"465","xbRhPfVBi9D8dXsyTFp9",4,4,5,3,3,3,4,2,4,3,4,"Argentina","frecuente","informatica-programacion","bachelors","tecnologia-informatica","female",30,3
"466","xBZi22EUZwYmY3aR8NCL",4,4,5,3,2,2,4,1,3,1,4,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","salud-servicios-sociales","female",48,2
"467","xcfFKOYm18RUZqPte22f",4,4,5,4,3,3,4,3,4,4,5,"Argentina","frecuente","ingenieria-tecnologia","bachelors","industria-manufactura","male",57,3
"468","XDduwSEVysJYDFL1mwOV",5,5,3,5,3,3,3,3,5,5,4,"Argentina","ocasional","ciencias-economicas-administracion","high-school","otra-no-aplica","male",19,3
"469","XeTJ14ySee25o95n7dvS",4,4,4,4,3,3,2,2,3,4,4,"Argentina","frecuente","ciencias-salud","masters","salud-servicios-sociales","male",66,2
"470","xfXNtpRu87obmSNHCheA",3,4,4,3,4,2,3,2,2,3,4,"Argentina","esporadicamente","ciencias-exactas-naturales","bachelors","educacion","female",51,3
"471","xhaOGVIJ5oxcfkU9cjcQ",4,4,4,4,2,2,2,2,2,2,4,"España","ocasional","ingenieria-tecnologia","bachelors","industria-manufactura","female",25,3
"472","XiHyKjSYw94OzhfaD3Rq",5,3,5,4,2,2,2,1,1,2,2,"Uruguay","frecuente","ingenieria-tecnologia","masters","administracion-finanzas","male",36,2
"473","Xj4qIgXfv2mFtZSgbjNZ",5,5,5,4,2,2,1,4,1,3,4,"Chile","frecuente","ciencias-sociales-humanidades","masters","consultoria-servicios-profesionales","male",28,3
"474","XjnyuH4njpLiWzQS08Yi",4,4,4,4,3,4,4,1,2,4,3,"Argentina","ocasional","arte-diseno","bachelors","salud-servicios-sociales","female",38,3
"475","XLpo2jmJ0LqHIR6jq0Dz",3,4,4,3,2,2,3,2,2,3,3,"Argentina","esporadicamente","ingenieria-tecnologia","bachelors","educacion","male",46,2
"476","xLwqWMj3ZkLvfe3fH9A0",1,4,4,3,4,1,1,1,1,1,3,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","tecnologia-informatica","female",30,3
"477","XN9dCPxzSpqoxjl8g5Ny",4,4,5,3,2,1,2,1,3,3,3,"Argentina","ocasional","ciencias-sociales-humanidades","doctorate","salud-servicios-sociales","female",57,3
"478","xNEkY9cOuCL8qA8IOg8I",3,4,4,4,2,1,1,1,4,1,1,"Argentina","esporadicamente","ciencias-educacion","doctorate","educacion","female",61,2
"479","XqPttrZRVhrJkKWjisCf",4,5,5,5,4,1,3,2,2,4,4,"España","frecuente","informatica-programacion","masters","tecnologia-informatica","male",24,3
"480","xtxOdrA5zh6yc7PFuU2p",3,4,5,4,1,2,2,3,2,4,4,"Argentina","frecuente","ciencias-salud","doctorate","consultoria-servicios-profesionales","male",59,3
"481","xyPq0A9naYtJpVHGqxN1",3,3,5,4,4,2,1,1,3,1,1,"Argentina","ocasional","ciencias-salud","doctorate","educacion","female",50,3
"482","xzTf5ytobGKWdoFvT6U8",3,4,4,3,3,1,1,2,2,4,4,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","educacion","female",39,2
"483","Y09KYHnU12RXHkYJNntR",3,4,4,3,2,2,3,2,1,4,3,"Argentina","ocasional","arte-diseno","bachelors","arte-cultura-diseno","male",52,3
"484","Y1aBctgaaR3DDJA6Q48B",3,4,4,3,3,2,2,3,3,2,3,"Argentina","esporadicamente","ciencias-sociales-humanidades","bachelors","educacion","female",40,3
"485","Y2TdAGxVjCu9N0H0z7Qh",3,3,5,3,3,1,1,1,1,1,1,"Otros","frecuente","arte-diseno","doctorate","educacion","female",51,3
"486","Y3C0CYNPYqaSEETkpsiT",3,5,4,4,3,3,4,4,2,5,5,"Argentina","ocasional","ciencias-salud","high-school","salud-servicios-sociales","female",24,3
"487","Y3rKl8XDFxuxarLARUUU",4,4,4,2,5,4,4,3,4,4,4,"Argentina","nunca","derecho-ciencias-juridicas","bachelors","consultoria-servicios-profesionales","male",29,3
